;PC Software:StarLab Version 3.80 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:22/11/2022 at 17:55:58
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:05:00
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Thermopile 3A (s/n:947746)  VG2.54 (s/n:858327)

;Channel A:Details
;Name:3A
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel A:Statistics
;Min:1.280mW             
;Max:113.0mW             
;Average:84.93mW             
;Std.Dev.:27.06mW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 22/11/2022 at 17:55:58
  Timestamp   	  Channel A  	
         0.000	  8.660e-02 	
         0.065	  8.660e-02 	
         0.129	  8.660e-02 	
         0.193	  8.660e-02 	
         0.256	  8.660e-02 	
         0.320	  8.650e-02 	
         0.384	  8.650e-02 	
         0.449	  8.650e-02 	
         0.513	  8.650e-02 	
         0.576	  8.650e-02 	
         0.641	  8.650e-02 	
         0.704	  8.660e-02 	
         0.769	  8.660e-02 	
         0.833	  8.660e-02 	
         0.897	  8.660e-02 	
         0.961	  8.660e-02 	
         1.024	  8.660e-02 	
         1.089	  8.660e-02 	
         1.153	  8.660e-02 	
         1.217	  8.660e-02 	
         1.312	  8.660e-02 	
         1.376	  8.660e-02 	
         1.441	  8.660e-02 	
         1.504	  8.660e-02 	
         1.569	  8.660e-02 	
         1.633	  8.660e-02 	
         1.697	  8.660e-02 	
         1.761	  8.660e-02 	
         1.824	  8.670e-02 	
         1.889	  8.670e-02 	
         1.952	  8.670e-02 	
         2.017	  8.670e-02 	
         2.113	  8.670e-02 	
         2.177	  8.670e-02 	
         2.241	  8.670e-02 	
         2.304	  8.670e-02 	
         2.369	  8.670e-02 	
         2.433	  8.670e-02 	
         2.497	  8.670e-02 	
         2.561	  8.670e-02 	
         2.625	  8.670e-02 	
         2.688	  8.670e-02 	
         2.753	  8.680e-02 	
         2.817	  8.680e-02 	
         2.912	  8.680e-02 	
         2.977	  8.680e-02 	
         3.041	  8.680e-02 	
         3.104	  8.680e-02 	
         3.169	  8.680e-02 	
         3.232	  8.670e-02 	
         3.297	  8.670e-02 	
         3.360	  8.670e-02 	
         3.425	  8.670e-02 	
         3.488	  8.660e-02 	
         3.553	  8.660e-02 	
         3.617	  8.650e-02 	
         3.713	  8.640e-02 	
         3.777	  8.640e-02 	
         3.841	  8.630e-02 	
         3.904	  8.620e-02 	
         3.968	  8.610e-02 	
         4.032	  8.590e-02 	
         4.097	  8.580e-02 	
         4.160	  8.560e-02 	
         4.225	  8.550e-02 	
         4.289	  8.530e-02 	
         4.353	  8.520e-02 	
         4.417	  8.500e-02 	
         4.512	  8.490e-02 	
         4.577	  8.470e-02 	
         4.641	  8.460e-02 	
         4.705	  8.450e-02 	
         4.769	  8.430e-02 	
         4.832	  8.420e-02 	
         4.897	  8.400e-02 	
         4.961	  8.390e-02 	
         5.024	  8.380e-02 	
         5.089	  8.380e-02 	
         5.153	  8.370e-02 	
         5.217	  8.360e-02 	
         5.313	  8.360e-02 	
         5.376	  8.360e-02 	
         5.441	  8.350e-02 	
         5.505	  8.350e-02 	
         5.569	  8.350e-02 	
         5.633	  8.350e-02 	
         5.697	  8.360e-02 	
         5.761	  8.360e-02 	
         5.825	  8.360e-02 	
         5.888	  8.360e-02 	
         5.952	  8.350e-02 	
         6.017	  8.350e-02 	
         6.113	  8.350e-02 	
         6.176	  8.340e-02 	
         6.241	  8.340e-02 	
         6.304	  8.340e-02 	
         6.369	  8.340e-02 	
         6.433	  8.330e-02 	
         6.497	  8.330e-02 	
         6.560	  8.320e-02 	
         6.625	  8.320e-02 	
         6.689	  8.310e-02 	
         6.753	  8.310e-02 	
         6.817	  8.300e-02 	
         6.913	  8.300e-02 	
         6.976	  8.290e-02 	
         7.041	  8.280e-02 	
         7.104	  8.270e-02 	
         7.169	  8.260e-02 	
         7.232	  8.250e-02 	
         7.297	  8.240e-02 	
         7.361	  8.220e-02 	
         7.425	  8.210e-02 	
         7.488	  8.190e-02 	
         7.552	  8.170e-02 	
         7.617	  8.160e-02 	
         7.713	  8.140e-02 	
         7.777	  8.130e-02 	
         7.841	  8.110e-02 	
         7.904	  8.100e-02 	
         7.969	  8.080e-02 	
         8.033	  8.070e-02 	
         8.096	  8.050e-02 	
         8.161	  8.040e-02 	
         8.224	  8.020e-02 	
         8.288	  8.010e-02 	
         8.352	  8.000e-02 	
         8.417	  7.990e-02 	
         8.513	  7.980e-02 	
         8.576	  7.970e-02 	
         8.640	  7.960e-02 	
         8.705	  7.950e-02 	
         8.769	  7.940e-02 	
         8.833	  7.940e-02 	
         8.897	  7.930e-02 	
         8.961	  7.920e-02 	
         9.025	  7.910e-02 	
         9.088	  7.900e-02 	
         9.152	  7.890e-02 	
         9.216	  7.880e-02 	
         9.313	  7.860e-02 	
         9.377	  7.850e-02 	
         9.440	  7.840e-02 	
         9.504	  7.830e-02 	
         9.568	  7.810e-02 	
         9.633	  7.800e-02 	
         9.696	  7.790e-02 	
         9.761	  7.790e-02 	
         9.824	  7.780e-02 	
         9.889	  7.760e-02 	
         9.952	  7.750e-02 	
        10.017	  7.740e-02 	
        10.112	  7.730e-02 	
        10.177	  7.720e-02 	
        10.241	  7.710e-02 	
        10.305	  7.700e-02 	
        10.369	  7.690e-02 	
        10.432	  7.680e-02 	
        10.497	  7.670e-02 	
        10.560	  7.660e-02 	
        10.625	  7.650e-02 	
        10.689	  7.640e-02 	
        10.752	  7.630e-02 	
        10.816	  7.620e-02 	
        10.912	  7.600e-02 	
        10.977	  7.590e-02 	
        11.040	  7.570e-02 	
        11.105	  7.560e-02 	
        11.169	  7.540e-02 	
        11.233	  7.520e-02 	
        11.297	  7.480e-02 	
        11.361	  7.400e-02 	
        11.424	  7.290e-02 	
        11.489	  7.150e-02 	
        11.552	  6.990e-02 	
        11.617	  6.790e-02 	
        11.713	  6.560e-02 	
        11.776	  6.330e-02 	
        11.841	  6.090e-02 	
        11.904	  5.850e-02 	
        11.968	  5.620e-02 	
        12.033	  5.390e-02 	
        12.096	  5.170e-02 	
        12.161	  4.960e-02 	
        12.225	  4.750e-02 	
        12.288	  4.550e-02 	
        12.353	  4.370e-02 	
        12.417	  4.200e-02 	
        12.481	  4.060e-02 	
        12.577	  3.920e-02 	
        12.640	  3.800e-02 	
        12.704	  3.690e-02 	
        12.769	  3.580e-02 	
        12.833	  3.490e-02 	
        12.896	  3.420e-02 	
        12.961	  3.360e-02 	
        13.024	  3.330e-02 	
        13.088	  3.310e-02 	
        13.152	  3.320e-02 	
        13.216	  3.330e-02 	
        13.281	  3.350e-02 	
        13.377	  3.360e-02 	
        13.441	  3.380e-02 	
        13.504	  3.410e-02 	
        13.568	  3.430e-02 	
        13.633	  3.450e-02 	
        13.697	  3.470e-02 	
        13.761	  3.480e-02 	
        13.825	  3.480e-02 	
        13.889	  3.470e-02 	
        13.953	  3.440e-02 	
        14.017	  3.390e-02 	
        14.081	  3.340e-02 	
        14.177	  3.300e-02 	
        14.241	  3.260e-02 	
        14.304	  3.210e-02 	
        14.368	  3.160e-02 	
        14.433	  3.100e-02 	
        14.497	  3.020e-02 	
        14.561	  2.920e-02 	
        14.624	  2.800e-02 	
        14.689	  2.670e-02 	
        14.752	  2.530e-02 	
        14.816	  2.380e-02 	
        14.881	  2.240e-02 	
        14.977	  2.090e-02 	
        15.041	  1.960e-02 	
        15.105	  1.830e-02 	
        15.169	  1.700e-02 	
        15.233	  1.590e-02 	
        15.296	  1.490e-02 	
        15.361	  1.390e-02 	
        15.425	  1.300e-02 	
        15.488	  1.230e-02 	
        15.552	  1.160e-02 	
        15.616	  1.090e-02 	
        15.681	  1.040e-02 	
        15.777	  9.800e-03 	
        15.840	  9.400e-03 	
        15.905	  8.900e-03 	
        15.968	  8.600e-03 	
        16.033	  8.200e-03 	
        16.096	  7.900e-03 	
        16.161	  7.700e-03 	
        16.225	  7.400e-03 	
        16.289	  7.200e-03 	
        16.352	  7.100e-03 	
        16.417	  6.900e-03 	
        16.480	  6.800e-03 	
        16.577	  6.700e-03 	
        16.641	  6.600e-03 	
        17.089	  1.280e-03 	
        17.152	  2.940e-03 	
        17.216	  4.270e-03 	
        17.281	  5.340e-03 	
        17.376	  6.190e-03 	
        17.441	  6.870e-03 	
        17.505	  7.430e-03 	
        17.568	  7.880e-03 	
        17.633	  8.260e-03 	
        17.697	  8.590e-03 	
        17.761	  8.860e-03 	
        17.824	  9.100e-03 	
        17.889	  9.310e-03 	
        17.952	  9.510e-03 	
        18.017	  9.690e-03 	
        18.081	  9.870e-03 	
        18.177	  1.003e-02 	
        18.240	  1.018e-02 	
        18.305	  1.033e-02 	
        18.368	  1.047e-02 	
        18.433	  1.062e-02 	
        18.497	  1.077e-02 	
        18.561	  1.093e-02 	
        18.625	  1.108e-02 	
        18.689	  1.123e-02 	
        18.752	  1.137e-02 	
        18.817	  1.151e-02 	
        18.881	  1.165e-02 	
        18.977	  1.178e-02 	
        19.041	  1.191e-02 	
        19.104	  1.203e-02 	
        19.169	  1.216e-02 	
        19.233	  1.228e-02 	
        19.296	  1.241e-02 	
        19.360	  1.255e-02 	
        19.425	  1.269e-02 	
        19.489	  1.284e-02 	
        19.553	  1.299e-02 	
        19.617	  1.316e-02 	
        19.681	  1.335e-02 	
        19.776	  1.356e-02 	
        19.841	  1.381e-02 	
        19.904	  1.410e-02 	
        19.969	  1.443e-02 	
